Gene	F_Hom	E_Hom	D_Hom	C_Wt	B_Wt	A_Wt
2310015A10Rik	342	315	296	253	241	248
2310015B20Rik	21	10	7	12	9	14
2310015D24Rik	5	4	3	7	5	8
2310015K22Rik	1	0	0	0	1	0
2310016D03Rik	1	0	0	0	0	0
2310016D23Rik	0	0	0	0	0	0
2310016G11Rik	2	3	3	3	1	5
2310020H05Rik	0	0	0	0	0	0
2310022A10Rik	399	409	447	253	289	226
2310022B05Rik	3104	2550	2734	2161	2337	2181
2310026I22Rik	0	0	0	0	0	0
2310026L22Rik	0	0	0	1	0	1
2310030A07Rik	0	0	0	0	0	1
2310030G06Rik	318	345	251	182	229	277
2310031A07Rik	5	3	15	2	1	1
2310033P09Rik	446	410	521	344	431	384
2310034C09Rik	0	0	0	0	0	0
2310034G01Rik	80	72	60	65	104	86
2310034O05Rik	0	7	0	0	2	2
2310035C23Rik	582	695	522	368	381	489
2310036O22Rik	3132	2793	3769	2021	2464	2046
2310039H08Rik	324	262	271	230	251	227
2310039L15Rik	1	1	4	1	1	0
2310040G07Rik	13	12	19	6	9	5
2310040G24Rik	28	39	31	11	16	16
2310043L19Rik	0	0	0	0	0	0
2310043M15Rik	2	3	1	1	1	0
2310043O21Rik	0	1	0	0	0	1
2310044K18Rik	1	0	0	2	0	1
2310045N01Rik	377	394	380	231	225	217
2310047D07Rik	5	5	4	9	5	1
2310047M10Rik	735	698	798	541	558	535
2310050C09Rik	0	0	0	0	0	0
2310057J18Rik	0	0	0	0	0	0
2310057M21Rik	143	148	161	87	102	107
2310057N15Rik	0	0	0	0	0	0
2310058D17Rik	29	21	28	20	17	14
2310061I04Rik	247	238	268	172	192	213
2310061J03Rik	137	113	110	89	92	98
2310061N02Rik	0	0	0	0	0	0
2310065F04Rik	0	0	0	0	0	1
2310067B10Rik	1481	1687	1636	1152	1379	1035
2310068J16Rik	4	4	1	2	4	9
2310069B03Rik	0	2	0	1	0	0
2310069G16Rik	0	0	2	0	0	2
2310075C17Rik	0	1	0	0	0	0
2310079G19Rik	0	0	0	0	0	0
2310081O03Rik	0	0	0	0	0	0
2410002F23Rik	412	322	410	252	312	281
2410003L11Rik	1	6	2	0	3	0
2410004B18Rik	498	444	484	293	292	287
2410004I01Rik	179	123	146	112	127	156
2410004N09Rik	94	123	86	85	65	83
2410004P03Rik	623	454	436	383	516	497
2410006H16Rik	637	622	725	457	504	456
2410007B07Rik	1	0	0	0	1	0
2410012E07Rik	0	1	0	0	0	0
2410012M07Rik	0	0	0	0	0	0
2410015M20Rik	1071	1116	1209	756	716	782
2410016O06Rik	710	725	768	349	480	435
2410017I17Rik	9	3	4	5	5	4
2410018L13Rik	9	13	14	9	9	2
2410019O14Rik	2	2	0	1	0	0
2410021H03Rik	0	0	0	0	0	0
2410022M11Rik	62	73	45	54	50	55
2410024N13Rik	0	0	0	0	0	0
2410080I02Rik	10	2	8	3	6	6
2410088K16Rik	0	0	0	2	1	0
2410089E03Rik	379	454	402	238	295	254
2410114N07Rik	0	0	0	0	0	0
2410124H12Rik	0	0	0	0	1	0
2410127L17Rik	102	99	118	61	88	71
2410131K14Rik	428	453	501	295	310	292
2410137M14Rik	5	3	2	0	1	0
2410141K09Rik	0	0	0	0	0	0
2410152P15Rik	1	0	0	0	0	0
2500002B13Rik	12	22	27	7	9	16
2500004C02Rik	56	63	46	30	38	57
2510002D24Rik	314	274	265	202	242	264
2510003E04Rik	894	908	834	523	587	527
2510009E07Rik	1236	1408	1393	864	916	845
2510016G02Rik	7	3	2	2	5	1
2510039O18Rik	2115	2048	2195	1415	1564	1377
2510046G10Rik	45	39	27	29	28	26
2600006K01Rik	7	4	3	2	2	3
2600014E21Rik	0	3	1	0	2	0
2610001J05Rik	1263	1184	1177	724	827	839
2610002J02Rik	595	565	631	470	477	445
2610002M06Rik	540	564	497	310	326	341
2610005L07Rik	78	78	70	36	41	37
2610008E11Rik	476	504	395	233	268	286
2610015P09Rik	336	223	249	213	314	352
2610016A17Rik	3	3	0	0	1	2
2610020C07Rik	3	10	15	5	9	13
2610020F03Rik	0	0	0	0	0	0
2610020H08Rik	58	77	69	42	26	33
2610021A01Rik	169	222	171	100	98	123
2610024D14Rik	4	2	0	0	1	0
2610027F03Rik	0	0	0	0	0	0
2610027K06Rik	63	61	50	42	44	34
2610028E06Rik	0	0	0	1	0	0
2610028H24Rik	1023	927	876	645	1005	785
2610034B18Rik	776	782	811	456	562	412
2610034M16Rik	0	0	0	0	0	0
2610035D17Rik	167	126	93	83	118	74
2610035F20Rik	0	0	1	0	0	0
2610037D02Rik	34	39	19	29	40	61
2610042L04Rik	0	0	1	1	2	1
2610044O15Rik8	298	304	295	174	199	186
2610203C20Rik	112	77	73	75	90	114
2610203C22Rik	61	74	81	35	37	52
2610204G07Rik	0	2	0	0	0	0
2610206C17Rik	4	3	0	2	0	1
2610301B20Rik	296	317	289	163	205	240
2610303G11Rik	0	0	0	0	0	0
2610305D13Rik	97	138	109	41	46	44
2610306M01Rik	149	119	138	72	119	97
2610307P16Rik	103	113	115	71	74	61
2610316D01Rik	0	0	0	0	0	0
2610318N02Rik	9	11	19	2	7	4
2610507B11Rik	4472	5469	4966	2612	3248	2733
2610507I01Rik	218	289	299	144	156	132
2610524H06Rik	121	126	156	95	60	60
2610528A11Rik	4	7	12	3	2	2
2610528J11Rik	125	88	107	90	120	98
2700012I20Rik	6	16	15	9	11	11
2700016F22Rik	3	9	0	1	5	2
2700029M09Rik	482	527	666	302	354	377
2700033N17Rik	9	6	3	7	5	6
2700038G22Rik	12	6	7	4	8	5
2700046A07Rik	20	15	26	21	10	5
2700046G09Rik	72	61	45	50	49	50
2700049A03Rik	270	332	353	154	197	186
2700060E02Rik	1438	1374	1610	822	842	974
2700062C07Rik	138	140	145	110	104	99
2700068H02Rik	0	0	0	0	0	1
2700069I18Rik	0	0	0	0	0	0
2700081O15Rik	951	851	912	577	559	416
2700089E24Rik	1841	1943	1764	1103	1206	1432
2700089I24Rik	0	0	0	0	0	0
2700094K13Rik	576	566	687	363	337	423
2700097O09Rik	93	81	98	68	72	86
2700099C18Rik	22	39	65	10	8	9
2810001G20Rik	172	147	174	97	113	137
2810002D19Rik	119	123	108	47	61	70
2810004N23Rik	405	408	482	283	302	333
2810006K23Rik	162	240	282	101	129	113
2810007J24Rik	0	0	0	0	0	1
2810008D09Rik	118	101	90	108	106	148
2810013P06Rik	390	304	291	217	237	229
2810021J22Rik	86	119	67	65	70	67
2810025M15Rik	721	665	831	473	432	398
2810029C07Rik	20	24	36	16	25	14
2810030D12Rik	5	11	13	20	11	10
2810032G03Rik	7	5	7	5	6	5
2810039B14Rik	46	26	36	41	41	39
2810047C21Rik1	0	3	0	2	1	0
2810049E08Rik	0	0	0	0	0	0
2810402E24Rik	141	147	133	92	117	142
2810403A07Rik	957	1082	1135	496	586	470
2810403D21Rik	38	51	22	31	30	28
2810404F17Rik	0	0	1	1	0	0
2810404M03Rik	0	0	0	0	0	0
2810405F17Rik	17	12	11	13	9	11
2810407A14Rik	1	1	3	1	1	0
2810408A11Rik	34	70	59	30	39	20
2810408I11Rik	10	12	8	3	2	2
2810408M09Rik	324	373	310	215	197	187
2810410L24Rik	100	115	100	101	87	92
2810414N06Rik	19	22	14	12	19	21
2810417H13Rik	185	455	577	87	49	62
2810425M01Rik	0	0	0	0	0	0
2810428I15Rik	752	641	723	622	626	723
2810429I04Rik	6	8	12	2	3	0
2810430I11Rik	6	10	9	3	4	5
2810433D01Rik	111	123	132	91	83	101
2810442N19Rik	1	1	1	2	4	0
2810454H06Rik	13	14	7	3	12	10
2810455O05Rik	4	15	29	4	2	1
2810459M11Rik	13	11	19	13	6	21
2810468N07Rik	10	8	17	5	12	4
2810471M01Rik	0	0	0	0	0	0
2810474O19Rik	1803	2300	2135	1445	1474	1901
2900005J15Rik	30	11	20	27	33	43
2900009J06Rik	2	5	2	4	6	3
2900011O08Rik	0	0	2	0	3	0
2900026A02Rik	1734	1867	1852	1245	1304	1300
2900041M22Rik	13	7	17	10	19	17
2900052L18Rik	38	48	52	52	77	59
2900052N01Rik	1	0	0	0	0	0
2900055J20Rik	1	1	0	0	0	1
2900072N19Rik	0	0	0	0	0	0
2900076A07Rik	51	48	54	48	41	45
2900079G21Rik	1	0	0	0	0	0
2900089D17Rik	48	34	48	38	53	63
2900092C05Rik	0	0	0	0	0	0
2900093K20Rik	27	24	28	22	23	30
3000002C10Rik	54	38	45	28	28	38
3010001F23Rik	1	2	1	0	3	2
3010003L21Rik	41	46	41	46	40	31
3010026O09Rik	61	81	85	52	49	38
3100002H09Rik	0	0	2	0	0	0
3100003L05Rik	0	0	0	0	0	0
3110001I22Rik	59	66	71	27	38	30
3110002H16Rik	815	872	799	534	569	536
3110004A20Rik	0	0	0	0	0	0
3110007F17Rik	51	61	58	27	24	23
3110009E18Rik	32	29	37	19	33	14
3110018I06Rik	0	0	0	0	0	0
3110021A11Rik	2	3	0	3	8	7
3110021N24Rik	2	1	5	0	1	6
3110035E14Rik	1	2	0	3	0	1
3110039M20Rik	0	0	0	0	0	0
3110040N11Rik	152	155	170	117	116	131
3110043O21Rik	281	263	271	128	162	162
3110045C21Rik	13	9	17	12	10	7
3110052M02Rik	53	54	43	26	23	20
3110053B16Rik	44	33	53	22	28	22
3110056K07Rik	121	106	97	69	65	98
3110057O12Rik	108	127	94	45	75	60
3110062M04Rik	214	214	240	137	156	148
3110067C02Rik	3	5	10	2	2	1
3110070M22Rik	11	14	13	8	11	11
3110079O15Rik	1	0	2	0	0	0
3110082I17Rik	217	231	301	156	224	180
3110082J24Rik	0	0	0	0	0	0
3110083C13Rik	7	4	10	2	4	8
3110099E03Rik	0	0	1	0	0	0
3222401L13Rik	83	88	51	53	55	69
3300002A11Rik	277	174	204	201	256	313
3300002I08Rik	11	16	12	8	5	13
3300005D01Rik	3	2	1	3	1	3
3425401B19Rik	57	68	67	56	59	42
3632451O06Rik	172	142	152	94	149	135
3632454L22Rik	0	0	0	1	0	0
3830403N18Rik	13	6	12	5	7	12
3830406C13Rik	555	457	496	307	331	357
3830408C21Rik	8	5	8	5	9	4
3830417A13Rik	0	0	0	0	0	0
3830432H09Rik	3	1	0	0	0	2
3930402G23Rik	24	15	33	22	24	18
4430402I18Rik	111	94	98	69	91	99
4631405J19Rik	21	20	8	3	14	17
4631405K08Rik	0	0	1	0	1	1
4632404H12Rik	46	38	34	27	35	33
4632411P08Rik	19	16	13	12	11	14
4632415L05Rik	91	74	81	40	63	67
4632427E13Rik	86	92	71	67	92	151
4632428C04Rik	55	41	43	25	48	25
4632428N05Rik	1976	2807	3806	1947	2221	1653
4632433K11Rik	24	27	19	10	22	26
4731417B20Rik	0	0	0	0	1	0
4731419I09Rik	1	0	0	0	2	0
4732414G09Rik	7	2	3	1	9	2
4732419C18Rik	0	0	1	0	0	1
4732440D04Rik	20	29	32	20	35	20
4732456N10Rik	0	2	0	0	0	0
4732463B04Rik	0	0	0	0	0	0
4732465J04Rik	2	0	1	2	2	3
4732471J01Rik	7	3	4	3	4	4
4732487G21Rik	0	0	0	0	1	0
4732490B19Rik	0	2	0	0	1	1
4732491K20Rik	33	24	28	12	11	16
4831440E17Rik	11	11	18	6	6	14
4833403I15Rik	9	13	21	8	13	4
4833407H14Rik	16	18	37	17	16	11
4833412C05Rik	3	3	5	2	1	5
4833413E03Rik	2	0	0	1	0	0
4833417C18Rik	11	3	16	6	13	6
4833418N02Rik	46	48	41	28	35	31
4833418N17Rik	1	0	0	0	0	0
4833420G17Rik	664	764	712	390	459	455
4833422C13Rik	30	48	37	22	20	36
4833422M21Rik	4	1	0	1	2	0
4833423E24Rik	3	5	4	4	2	3
4833427F10Rik	5	1	2	0	1	1
4833427G06Rik	132	112	127	67	86	107
4833428L15Rik	4	2	1	0	4	4
4833439L19Rik	2847	2799	2743	1565	1912	1651
4921501E09Rik	0	0	0	0	0	0
4921504A21Rik	3	9	10	11	4	5
4921504E06Rik	1	7	1	3	5	4
4921507G05Rik	5	4	2	1	4	1
4921507L20Rik	0	0	0	0	0	1
4921507P07Rik	40	19	18	12	14	16
4921508D12Rik	0	0	0	0	0	0
4921508M14Rik	0	0	0	0	0	0
4921509A06Rik	0	0	0	0	0	0
4921509C19Rik	0	0	0	0	0	0
4921511C20Rik	0	0	0	0	0	0
4921511H03Rik	0	0	0	0	0	0
4921511M17Rik	0	0	0	0	0	0
4921513D11Rik	9	16	2	3	3	2
4921513I03Rik	0	1	0	1	0	0
4921514A10Rik	1	0	0	0	0	0
4921515E04Rik	0	0	0	0	0	0
4921517D22Rik	0	0	0	2	0	0
4921518K17Rik	0	0	0	1	1	1
4921522P10Rik	0	0	0	0	0	0
4921523L03Rik	0	0	0	0	0	0
4921524J17Rik	425	441	454	283	272	279
4921524L21Rik	0	0	0	0	0	0
4921528I07Rik	0	0	0	0	0	0
4921530L21Rik	0	0	0	1	0	0
4921531C22Rik	47	61	54	42	37	40
4921534H16Rik	0	0	0	0	0	0
4921536K21Rik	20	18	16	10	10	14
4921539E11Rik	0	0	0	0	0	0
4922502D21Rik	0	1	0	0	0	1
4930401G09Rik	0	0	0	0	0	1
4930401O10Rik	0	0	0	0	1	0
4930401O12Rik	0	0	0	0	0	0
4930402F06Rik	0	0	0	1	1	0
4930402H24Rik	2167	2298	2105	1214	1578	1556
4930402K13Rik	0	0	0	0	0	0
4930403D09Rik	0	0	0	0	0	0
4930403O15Rik	3	0	1	0	1	2
4930404A10Rik	0	0	1	0	0	0
4930404H24Rik	0	0	1	1	0	0
4930404I05Rik	3	0	3	0	3	3
4930404N11Rik	76	57	53	49	63	56
4930405A21Rik	6	3	7	1	7	3
4930405D11Rik	0	0	0	0	0	0
4930405H06Rik	0	0	0	0	0	0
4930405O22Rik	0	2	0	2	6	2
4930406D18Rik	0	0	0	0	0	0
4930407G08Rik	0	0	0	0	0	0
4930407I10Rik	0	0	0	1	0	0
4930408O17Rik	0	0	0	0	0	0
4930412B13Rik	0	0	0	0	0	0
4930412C18Rik	62	75	43	41	57	53
4930412D23Rik	0	0	1	0	0	0
4930412F09Rik	0	0	0	0	0	0
4930412L05Rik	0	1	0	0	2	1
4930412M03Rik	6	5	1	3	4	5
4930412O13Rik	0	0	1	1	0	0
4930415F15Rik	3	1	3	0	2	0
4930415H17Rik	0	0	0	0	0	0
4930415L06Rik	0	0	0	0	0	0
4930415O20Rik	0	1	0	0	4	6
4930417H01Rik	0	2	2	0	2	0
4930417O22Rik	0	0	0	0	0	0
4930419G24Rik	0	0	0	0	0	0
4930421P07Rik	0	0	0	0	0	0
4930422M22Rik	0	0	0	0	3	0
4930423M02Rik	0	0	0	0	0	0
4930426D05Rik	30	21	7	20	14	7
4930426I24Rik	3	4	3	3	1	0
4930426L09Rik	10	15	12	8	4	6
4930427A07Rik	96	178	193	50	49	26
4930428D18Rik	0	0	0	0	0	0
4930428N03Rik	0	0	0	0	0	0
4930429F24Rik	0	2	0	1	2	1
4930430A15Rik	2	0	0	1	1	0
4930430E12Rik	3	6	2	5	0	1
4930430F08Rik	116	141	93	50	75	67
4930431F12Rik	0	0	0	0	0	0
4930431P03Rik	12	6	10	5	3	9
4930432B10Rik	0	4	3	0	6	2
4930432E11Rik	0	0	0	4	3	4
4930432K21Rik	20	25	26	21	21	13
4930432L08Rik	0	0	0	0	0	0
4930432M17Rik	0	0	0	0	0	0
4930433I11Rik	0	0	0	0	0	0
4930433N12Rik	0	3	0	0	0	0
4930434B07Rik	0	0	1	0	0	0
4930435C17Rik	0	0	0	0	0	0
4930435E12Rik	0	0	0	1	0	0
4930435H24Rik	0	1	0	0	0	0
4930438A08Rik	7	12	15	2	5	0
4930438E09Rik	0	0	0	0	0	0
4930439A04Rik	0	0	0	0	0	0
4930439D14Rik	0	1	1	4	0	0
4930440C22Rik	0	0	0	0	0	0
4930440I19Rik	0	0	1	0	0	0
4930441J16Rik	0	0	0	0	0	0
4930442H23Rik	1	0	0	0	2	0
4930442J19Rik	0	0	0	0	0	0
4930442L01Rik	0	0	0	0	0	0
4930443O20Rik	4	10	5	5	4	7
4930444A19Rik	0	0	1	0	0	2
4930444E06Rik	0	0	0	0	0	0
4930444G20Rik	0	0	0	0	0	0
4930444M15Rik	1	0	1	0	0	0
4930444P10Rik	42	22	49	25	25	32
4930445B16Rik	0	0	0	0	0	0
4930445N08Rik	0	0	0	0	0	0
4930445N18Rik	0	1	0	1	2	0
4930447A16Rik	0	0	0	0	0	0
4930447C04Rik	0	0	0	1	0	2
4930447F04Rik	0	0	0	0	0	0
4930447M23Rik	2	1	0	0	0	0
4930448D08Rik	5	1	1	1	2	6
4930448E22Rik	1	2	2	1	2	0
4930448H16Rik	0	0	0	0	0	0
4930448K20Rik	0	0	0	0	0	1
4930448N21Rik	1	3	3	1	3	0
4930449A18Rik	0	0	0	0	0	0
4930449E01Rik	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0
4930451E10Rik	0	0	0	0	0	0
4930451G09Rik	25	26	24	21	35	16
4930451I11Rik	0	0	0	0	0	0
4930452B06Rik	63	143	133	59	36	44
4930452N14Rik	0	0	0	0	0	0
4930453H23Rik	0	0	0	0	0	0
4930453N24Rik	640	706	674	359	348	469
4930453O03Rik	0	0	0	0	0	0
4930455B14Rik	0	0	1	0	0	0
4930455D15Rik	0	0	0	0	0	0
4930455G09Rik	6	13	15	2	4	3
4930455H04Rik	1	0	0	0	0	0
4930456L15Rik	0	0	0	0	1	0
4930458D05Rik	25	15	10	24	23	7
4930461C15Rik	0	0	0	0	0	0
4930461G14Rik	0	0	0	0	0	0
4930463O16Rik	0	0	0	0	0	0
4930465K10Rik	0	0	1	1	0	0
4930465M20Rik	0	0	0	0	0	0
4930466I24Rik	0	0	0	0	0	0
4930467D21Rik	0	0	0	0	1	0
4930467E23Rik	0	0	0	0	0	0
4930467K11Rik	0	0	0	1	0	0
4930468A15Rik	0	0	0	0	0	0
4930469B13Rik	0	0	0	0	0	0
4930469G21Rik	0	0	0	0	0	0
4930469K13Rik	0	0	0	0	0	0
4930470G03Rik	1	0	3	0	0	1
4930470P17Rik	0	0	0	0	0	0
4930471C04Rik	0	0	0	0	1	0
4930471C06Rik	0	0	0	0	0	0
4930471D02Rik	0	0	0	0	0	0
4930471M09Rik	0	1	0	0	0	0
4930473A02Rik	0	0	0	0	1	0
4930473D10Rik	0	0	0	0	0	0
4930474H06Rik	0	0	0	0	0	0
4930474N05Rik	0	0	0	0	0	0
4930477E14Rik	0	0	0	0	0	0
4930478K11Rik	0	1	0	0	0	0
4930479D17Rik	1	0	1	1	1	0
4930480E11Rik	0	0	0	0	0	0
4930480G23Rik	0	0	0	0	0	0
4930480K15Rik	0	0	0	0	0	0
4930480K23Rik	32	32	35	12	16	13
4930481A15Rik	96	122	93	75	87	104
4930481B07Rik	10	7	11	4	6	2
4930483J18Rik	0	2	0	0	0	0
4930483K19Rik	0	0	0	0	0	0
4930486F22Rik	0	0	0	0	0	0
4930486I03Rik	0	0	0	0	0	0
4930486L24Rik	76	126	92	58	54	51
4930488B22Rik	0	0	0	0	0	0
4930488N24Rik	0	0	0	0	0	0
4930500F10Rik	3	2	4	2	1	1
4930500J02Rik	1	2	3	0	4	4
4930500M09Rik	1	0	0	0	0	0
4930502E09Rik	1	0	0	0	0	0
4930502E18Rik	0	2	11	0	0	5
4930503B20Rik	0	0	0	0	0	0
4930503E14Rik	0	0	0	1	0	0
4930503H13Rik	0	0	0	0	0	0
4930503L19Rik	153	229	206	106	93	62
4930504O13Rik	0	0	0	0	0	0
4930505A04Rik	11	7	4	2	6	5
4930505G20Rik	0	0	0	0	0	0
4930505K14Rik	0	0	0	0	0	0
4930505M18Rik	0	0	0	0	0	0
4930505N22Rik	1	0	1	3	0	1
4930505O20Rik	0	0	0	0	0	0
4930506C21Rik	2	0	5	0	2	3
4930506M07Rik	1041	1255	1313	639	829	802
4930507D05Rik	4	2	1	0	1	2
4930507D10Rik	0	0	0	0	0	0
4930509E16Rik	2	3	0	0	2	1
4930509G22Rik	4	1	7	6	8	5
4930509K18Rik	0	0	0	0	0	0
4930510E17Rik	5	0	2	1	5	2
4930511A02Rik	0	0	0	0	0	0
4930511M06Rik	6	7	5	2	5	2
4930511O05Rik	0	0	0	0	0	0
4930512B01Rik	5	0	0	0	1	3
4930512H18Rik	4	5	0	4	3	7
4930512M02Rik	0	0	0	0	0	0
4930513N10Rik	7	18	15	8	12	4
4930513O06Rik	0	0	0	0	0	0
4930515B02Rik	0	0	0	0	0	0
4930515G01Rik	9	14	4	7	9	2
4930515G13Rik	0	0	0	0	0	0
4930515L19Rik	0	0	0	0	0	0
4930516B21Rik	0	0	0	0	0	0
4930516K23Rik	0	0	0	0	0	0
4930517E11Rik	0	0	0	0	0	0
4930517O19Rik	0	1	0	0	0	0
4930518C09Rik	0	0	0	0	0	0
4930518I15Rik	16	13	14	10	6	13
4930519A11Rik	0	0	0	0	0	0
4930519D14Rik	0	1	0	0	0	0
4930519F09Rik	24	21	24	12	11	16
4930519F16Rik	0	0	0	0	0	0
4930519F24Rik	0	0	0	0	0	0
4930519G04Rik	0	0	0	0	0	0
4930519P11Rik	1	0	1	0	0	0
4930520O04Rik	4	6	12	2	4	8
4930521E06Rik	0	0	0	0	0	0
4930522H14Rik	0	0	0	0	0	0
4930522L14Rik	84	97	97	50	40	48
4930522N08Rik	0	0	0	0	0	0
4930522O17Rik	7	3	5	7	2	7
4930523C07Rik	2622	2832	2327	1647	1864	1976
4930524B15Rik	0	0	3	1	2	0
4930524J08Rik	15	12	14	4	6	11
4930524N10Rik	0	0	0	0	0	0
4930524O07Rik	8	7	6	5	2	6
4930524O08Rik	0	0	0	0	0	0
4930525G20Rik	5	4	3	3	3	4
4930526A20Rik	99	74	78	74	48	60
4930526F13Rik	0	0	0	0	0	0
4930526L06Rik	0	0	0	0	0	0
4930527A07Rik	0	0	0	0	0	0
4930527B05Rik	0	0	0	0	0	0
4930527E20Rik	0	0	0	0	0	0
4930527J03Rik	0	0	0	0	0	0
4930528D03Rik	0	0	0	0	0	0
4930528G23Rik	0	0	0	0	0	0
4930528P14Rik	0	0	0	0	0	0
4930529C04Rik	2	4	3	0	1	1
4930529I22Rik	0	0	0	0	0	0
4930532G15Rik	1	2	3	3	1	1
4930532M18Rik	0	0	0	0	0	0
4930533B01Rik	0	0	0	0	0	0
4930533D04Rik	0	1	0	0	0	3
4930533I22Rik	0	0	0	0	0	0
4930533K18Rik	0	0	0	0	0	0
4930533P14Rik	0	0	0	0	0	0
4930534D22Rik	0	0	0	1	0	0
4930535I16Rik	0	0	0	0	0	0
4930535L15Rik	0	0	0	0	1	0
4930535O05Rik	0	0	0	0	0	0
4930538E20Rik	0	0	0	0	0	0
4930538K18Rik	3	6	0	2	2	4
4930539E08Rik	2	0	1	2	3	1
4930539J05Rik	9	15	3	1	10	4
4930540M05Rik	0	0	0	0	0	0
4930542C12Rik	0	0	0	0	0	0
4930542C16Rik	0	0	0	0	0	0
4930544D05Rik	2	0	1	0	1	0
4930544G11Rik	0	0	0	1	0	0
4930544I03Rik	0	0	0	0	0	0
4930544L04Rik	0	0	0	0	0	0
4930544M13Rik	0	0	0	0	0	0
4930545L23Rik	0	0	2	0	0	0
4930546C10Rik	0	0	2	0	0	0
4930547E08Rik	0	0	0	0	0	0
4930547M16Rik	14	12	8	9	10	11
4930548G14Rik	0	0	0	0	0	0
4930548H24Rik	0	0	1	0	0	0
4930548K13Rik	0	0	0	0	0	0
4930549C01Rik	1	1	0	0	0	0
4930550C14Rik	39	38	25	25	21	31
4930550C17Rik	0	0	0	0	0	0
4930550L24Rik	0	0	0	0	0	0
4930551L18Rik	2	0	1	1	0	0
4930551O13Rik	0	0	0	0	0	0
4930552N02Rik	0	0	0	0	0	0
4930552P12Rik	5	3	4	0	0	1
4930553M12Rik	0	0	0	0	0	0
4930554C24Rik	0	0	0	0	0	0
4930554G24Rik	5	2	1	1	2	3
4930554H23Rik	0	0	0	0	0	0
4930555B11Rik	0	0	0	0	0	0
4930555B12Rik	0	0	0	0	0	0
4930555F03Rik	0	0	0	0	0	0
4930555G01Rik	0	0	0	0	0	0
4930555K19Rik	0	1	0	0	1	0
4930555M17Rik	0	0	0	0	0	0
4930555O08Rik	0	0	0	0	0	0
4930556G01Rik	0	0	0	0	0	0
4930556G22Rik	0	0	0	0	0	0
4930556I23Rik	0	0	0	0	0	0
4930556J24Rik	0	0	0	0	1	0
4930556L07Rik	0	0	0	0	0	0
4930556M19Rik	352	310	309	217	285	290
4930556N13Rik	0	0	0	0	1	1
4930557A04Rik	0	0	0	0	0	0
4930557F10Rik	0	0	0	0	0	0
4930558G05Rik	0	0	0	0	0	0
4930558J18Rik	1	3	4	0	4	2
4930558J22Rik	0	0	0	0	0	0
4930558K02Rik	0	0	0	0	0	0
4930558N11Rik	0	0	0	0	0	0
4930562A09Rik	0	0	0	0	1	1
4930562C15Rik	156	170	130	114	119	117
4930562D21Rik	0	0	0	0	0	0
4930562F07Rik	0	1	0	1	0	0
4930563D23Rik	0	0	0	0	2	0
4930563E18Rik	0	0	2	1	0	0
4930563E22Rik	11	7	6	4	9	11
4930563I02Rik	0	0	0	0	0	0
4930564B18Rik	0	0	0	0	0	0
4930564D02Rik	0	0	0	1	0	0
4930565N06Rik	1	0	0	0	0	0
4930566F21Rik	0	0	0	0	0	0
4930567H17Rik	0	0	0	0	0	1
4930568A12Rik	0	2	2	1	1	0
4930568D16Rik	0	0	0	0	0	0
4930569F06Rik	0	0	0	0	0	0
4930570D08Rik	0	0	0	0	0	0
4930570G19Rik	8	4	4	7	8	7
4930570N18Rik	5	5	5	2	0	0
4930570N19Rik	1	1	1	1	1	0
4930571K23Rik	0	0	0	0	0	0
4930571N24Rik	0	0	0	0	0	0
4930572O03Rik	0	1	0	1	0	0
4930577H14Rik	0	0	0	0	0	0
4930577N17Rik	46	46	30	25	28	37
4930578C19Rik	121	165	128	61	65	61
4930578G10Rik	9	4	5	0	10	5
4930578I06Rik	0	0	0	0	0	0
4930578M01Rik	4	5	5	3	8	7
4930579C12Rik	0	1	0	0	0	1
4930579D09Rik	0	0	1	0	0	0
4930579F01Rik	0	0	0	0	1	1
4930579G18Rik	0	0	0	0	0	0
4930579G24Rik	50	111	114	33	26	20
4930579H20Rik	0	0	0	0	0	0
4930579K19Rik	15	16	14	10	23	14
4930579M01Rik	0	0	1	0	0	0
4930579O11Rik	0	0	0	0	0	0
4930581F22Rik	97	69	61	57	49	67
4930583I09Rik	0	0	0	0	0	0
4930583K01Rik	0	0	1	0	1	1
4930583P06Rik	0	0	0	0	0	1
4930584F24Rik	0	0	0	0	0	0
4930586N03Rik	0	0	0	0	0	0
4930587A21Rik	0	0	0	0	0	0
4930588K23Rik	1	1	0	0	3	4
4930589L23Rik	0	0	0	0	1	0
4930589P08Rik	0	0	0	0	0	0
4930590J08Rik	1	0	0	0	1	0
4930591A17Rik	0	0	0	0	0	0
4930593A02Rik	0	0	0	0	0	2
4930593C16Rik	0	0	0	0	0	0
4930594C11Rik	1	2	1	0	0	1
4930594M17Rik	0	0	0	0	0	0
4930594M22Rik	2	11	7	6	4	2
4930594O21Rik	0	0	0	0	0	0
4930595D18Rik	0	0	0	0	0	0
4930595M18Rik	0	0	0	0	0	0
4930596D02Rik	0	1	0	0	0	0
4930597A21Rik	0	0	0	0	0	0
4930597O21Rik	2	0	1	0	0	0
4930598A11Rik	0	0	0	0	0	0
4930598F16Rik	0	0	0	0	0	0
4930599A14Rik	0	0	0	0	0	0
4930599N23Rik	33	42	44	29	27	38
4931400O07Rik	0	0	0	0	0	0
4931403E22Rik	0	0	0	0	0	0
4931403G20Rik	0	1	1	0	0	0
4931403M11Rik	0	0	0	0	0	0
4931406B18Rik	0	0	1	0	0	0
